text,target
"The Mind-Body Edge The Hands Have It | Psychology Today mhblogday ",positivo
"ZurInstitute Its interesting to see the shifts in focus over time I wonder what healing principles will emerge in another 20 years ",positivo
"Resources to Help LGBTQ Kink Poly Other Folks Find Mental Health Care and Support mhblogday and apahelpcenter ",positivo
"Beauty May Be In Eye of Beholder But Eyes See What Culture Socializes | Psychology Today Response to Kanazawa post ",positivo
"brownawell Well it was a very fine job on narration then ",positivo
"Ive been a division42 member for exactly one year now Joining was one of the best things I ever did for my private practice ",positivo
"Listening to NPR story on cognitive-behavioral therapy and how to find a good psychotherapist ",positivo
"Best hcsm advice I can offer Dont worry about how many people follow you Better to just provide good content make quality connections ",positivo
"Im honored to be featured in a post by Debbie Donovan of Three Wise Dames Physician Google Thyself ",positivo
"Be kind to yourself Self-compassion may matter more than self-esteem ",positivo
"Check out violetblues How to Flirt With Geeks talk If youwere lied todont make them a foursquare location ",positivo
"ptsddoc Thank you so much for coming to the training It was a pleasure to meet you I loved reading more about your work on your website ",positivo
"Social Networking Sites Face New Privacy Battle CAs SB242 would require sites to set privacy at registration ",positivo
"Speed Bumps on the Way to an ADHD Diagnosis This diagnosis is easily missed Article gives tips for getting good dx ",positivo
"APAs PsycLINK is our Practice Wiki to help psychologists share information Free to APA members Join us ",positivo
"Call for Nominations for Task Force on Guidelines for Practice with Transgender Gender Non-Conforming Clients ",positivo
"DocForeman thanks for the plug and hillaryboucher please let me know what you think if you take the course ",positivo
"ptsddoc Thats fantastic that youre coming It will be nice to meet you on Saturday Come say hello ",positivo
"siscolors I think its a nice site but I wanted more gradations than male/female/other ",positivo
"You can read more about the APA PsycLINK wiki here And DrJeffZimm is a member of the task force ",positivo
"APAs PsycLINK is our Practice Wiki to help psychologists share information Free to APA members Join us ",positivo
"therapy4help Thanks so much for helping us to reach others with our research announcement ",positivo
"Psychedgirl I sometimes get the sense that OK Cupid just likes to rile up their users with these surveys ",positivo
"Twitter Use is Bad for Romance OK Cupid survey suggests that Tweeting may shrink our love lives What do you think ",positivo
"tech_shrink SydneyTherapist Thanks so much for helping me let folks know about the research ",positivo
"DocForeman Havent tried it yet but have had a number of folks recommend it ",positivo
"Brain Fitness Could be the Next Big Thing Lumosity brain games and training on the web ",positivo
"BeckyAlleen Good question There could be that risk This would make a great dissertation topic btw ",positivo
"DocForeman Have you tried the FitBit ",positivo
"KellyMFT I love that you put For Men (and those who love them) on your site How do you like using the online scheduling service ",positivo
"segaltherapyMFT you are very welcome and I hope it is useful ",positivo
"MarriageKids segaltherapyMFT Is it possible your friend took my course through ZurInstitute  ",positivo
"APAGS would like to hear from practicing psychologists how they can best capitalize on new emerging technologies Pls reply to alimattu ",positivo
"Miven_T I keep my tweets focused on providing education about mental health vs providing treatment advice and assessment ",positivo
"kat_b_fisher akroundtree I think he makes good points but what if your patient identifies as a consumer ",positivo
"It hasnt come up yet as a quality people seek in a mental health professional but I think the ability to instill hope is also essential ",positivo
"Check out these good tips by NeoRelationship Conflict in Cyberspace How to Resolve Conflict Online ",positivo
"Please pass along this research on the impact of online exercises for well-being and mood via projectHOPE2 ",positivo
"Heading to Gaylesta this afternoon to participate on a panel on web marketing for private practice clinicians ",positivo
"bipolarflow You should definitely write a blog post about it Seems like you have some interesting thoughts about this ",positivo
"Lothlorienne 805Therapy by my count 9 preferred patient 8 preferred client 5 said depends on setting (hospital vs private practice) ",positivo
"Here is the link to the Virginia Heffernan Times piece internet addiction ",positivo
"bipolarflow Well this is what I mean by cultural For some it may feel important or safer as a show of respect to observe the hierarchy ",positivo
"805Therapy I have a bit of that association with the term patient too But these are all such personal reactions Really interesting ",positivo
"Fascinating responses to my question I thank all of you for sharing your associations ",positivo
"Question for therapy consumers Do you prefer to be referred to as a patient vs a client Does it matter Why or why not ",positivo
"DoktorBurak I think everyone wants to find help but folks dont realize that we cant initiate a doctor/patient relationship on twitter ",positivo
"Great to go to CPA11 and meet all these fabulous tweeting psychologists askdrstephanie drmarlene joebavonese HLCPHD sehphd jlccpa ",positivo
"If you have a mental health concern best best is to find a mental health professional who can meet with you and assess you ",positivo
"Lovely people of Twitter if you have a medical concern make an appointment with a physician rather than seeking medical advice here ",positivo
"Remember anniversary dates of clients procedures and diagnoses Normalize the feelings that come up hlcphd CPA11 ",positivo
"chiomajoyce This is a great question for a medical doctor who specializes in these conditions Not my specialty area which is mental health ",positivo
"Importance of stabilizing sleep-wake cycle in women with chronic health issues Naps and/or rest may be more important hlcphd CPA11 ",positivo
"At Improving the Health Well Being of Women with Chronic Medical Conditions with hlcphd CPA11 ",positivo
"Just read this great blog post on how psychotherapists could tweet more mindfully by jchackett ",positivo
"zanarama BizSavvyTherpst Thanks And InvisibleWork please meet susangiurleo who is another great resource here ",positivo
"Twitter pals can you help InvisibleWork find more resources on socialmedia policies for mental health organizations ",positivo
"drbusch Thank you so much and Im glad its been helpful Would love to hear more about your training ",positivo
"YHPChicago You are very welcome to adapt it to your own practice See the copyright info on the document ",positivo
"NYSPA Interesting letters and responses ",positivo
"DrDavidBallard scarlettecyn TILTmag Thanks for the FF and right back at you ",positivo
